Código;Ação;Tipo;Qtde. Teórica;Part. (%)
RAIL3;RUMO S.A.;ON      NM;1.216.914.397;1,107;
SBSP3;SABESP;ON      NM;683.508.568;3,253;
SANB11;SANTANDER BR;UNT;356.586.730;0,464;
STBP3;SANTOS BRP;ON      NM;855.712.622;0,556;
SMTO3;SAO MARTINHO;ON      NM;128.130.966;0,142;
CSNA3;SID NACIONAL;ON;727.459.637;0,321;
SLCE3;SLC AGRICOLA;ON      NM;194.261.422;0,174;
SUZB3;SUZANO S.A.;ON      NM;630.821.784;1,851;
TAEE11;TAESA;UNT     N2;218.568.234;0,355;
VIVT3;TELEF BRASIL;ON;382.442.128;0,960;
TIMS3;TIM;ON      NM;807.495.418;0,623;
TOTS3;TOTVS;ON      NM;540.206.440;0,893;
UGPA3;ULTRAPAR;ON      NM;1.090.134.379;0,865;
USIM5;USIMINAS;PNA     N1;515.193.199;0,142;
VALE3;VALE;ON      NM;4.270.903.023;11,547;
VAMO3;VAMOS;ON      NM;485.166.826;0,097;
VBBR3;VIBRA;ON      NM;1.023.538.460;0,832;
VIVA3;VIVARA S.A.;ON      NM;125.446.075;0,124;
WEGE3;WEG;ON      NM;1.243.177.587;3,306;
YDUQ3;YDUQS PART;ON      NM;277.677.050;0,144;
Quantidade Teórica Total;;;98.374.532.289;100,000
Redutor;;;16.273.763,11400699
