IBOV - Carteira do Dia 24/02/25
Código;Ação;Tipo;Qtde. Teórica;Part. (%)
GGBR4;GERDAU;PN      N1;1.242.683.687;0,980;
GOAU4;GERDAU MET;PN      N1;649.238.303;0,282;
NTCO3;GRUPO NATURA;ON      NM;850.935.197;0,573;
HAPV3;HAPVIDA;ON  ATZ NM;4.779.395.040;0,549;
HYPE3;HYPERA;ON      NM;370.735.677;0,352;
IGTI11;IGUATEMI S.A;UNT ED  N1;211.783.588;0,198;
IRBR3;IRBBRASIL RE;ON      NM;81.838.243;0,216;
ISAE4;ISA ENERGIA;PN      N1;395.801.044;0,455;
ITSA4;ITAUSA;PN  EX  N1;5.857.796.242;2,586;
ITUB4;ITAUUNIBANCO;PN  EDJ N1;4.792.902.422;7,620;
JBSS3;JBS;ON      NM;1.145.962.972;1,752;
KLBN11;KLABIN S/A;UNT     N2;765.785.673;0,779;
RENT3;LOCALIZA;ON      NM;965.986.531;1,373;
LREN3;LOJAS RENNER;ON      NM;1.051.120.777;0,602;
LWSA3;LWSA;ON      NM;389.635.155;0,056;
MGLU3;MAGAZ LUIZA;ON      NM;353.448.195;0,125;
POMO4;MARCOPOLO;PN      N2;666.378.439;0,261;
MRFG3;MARFRIG;ON      NM;302.019.876;0,202;
BEEF3;MINERVA;ON      NM;261.359.935;0,058;
MRVE3;MRV;ON      NM;377.241.484;0,105;
MULT3;MULTIPLAN;ON      N2;314.150.156;0,339;
PCAR3;P.ACUCAR-CBD;ON      NM;462.534.972;0,061;
PETR3;PETROBRAS;ON      N2;2.255.782.178;4,635;
PETR4;PETROBRAS;PN      N2;4.431.132.660;8,270;
RECV3;PETRORECSA;ON      NM;275.170.410;0,216;
PRIO3;PETRORIO;ON  ATZ NM;779.999.989;1,430;
PETZ3;PETZ;ON      NM;293.689.428;0,061;
PSSA3;PORTO SEGURO;ON      NM;182.560.698;0,344;
RADL3;RAIADROGASIL;ON      NM;1.286.616.979;1,192;
RAIZ4;RAIZEN;PN      N2;1.198.936.529;0,101;
RDOR3;REDE D OR;ON      NM;1.145.289.019;1,653;
RAIL3;RUMO S.A.;ON      NM;1.216.914.397;1,069;
SBSP3;SABESP;ON      NM;683.508.568;3,275;
SANB11;SANTANDER BR;UNT;356.586.730;0,453;
STBP3;SANTOS BRP;ON      NM;855.712.622;0,547;
SMTO3;SAO MARTINHO;ON      NM;128.130.966;0,141;
CSNA3;SID NACIONAL;ON;727.459.637;0,308;
SLCE3;SLC AGRICOLA;ON      NM;194.261.422;0,173;
SUZB3;SUZANO S.A.;ON      NM;630.821.784;1,763;
TAEE11;TAESA;UNT     N2;218.568.234;0,350;
VIVT3;TELEF BRASIL;ON;382.442.128;0,981;
TIMS3;TIM;ON  EJ  NM;807.495.418;0,675;
TOTS3;TOTVS;ON      NM;540.206.440;0,921;
UGPA3;ULTRAPAR;ON      NM;1.090.134.379;0,869;
USIM5;USIMINAS;PNA     N1;515.193.199;0,150;
VALE3;VALE;ON      NM;4.270.903.023;12,076;
VAMO3;VAMOS;ON      NM;485.166.826;0,109;
VBBR3;VIBRA;ON      NM;1.023.538.460;0,875;
VIVA3;VIVARA S.A.;ON      NM;125.446.075;0,117;
WEGE3;WEG;ON      NM;1.243.177.587;3,200;
YDUQ3;YDUQS PART;ON      NM;277.677.050;0,156;
Quantidade Teórica Total;;;98.454.079.581;100,000
Redutor;;;16.179.695,37988499
