Código;Ação;Tipo;Qtde. Teórica;Part. (%)
IGTI11;IGUATEMI S.A;UNT     N1;211.783.588;0,201;
IRBR3;IRBBRASIL RE;ON      NM;81.838.243;0,222;
ISAE4;ISA ENERGIA;PN  EJ  N1;395.801.044;0,448;
ITSA4;ITAUSA;PN  EX  N1;5.857.796.242;2,592;
ITUB4;ITAUUNIBANCO;PN  EDJ N1;4.792.902.422;7,646;
JBSS3;JBS;ON      NM;1.145.962.972;1,782;
KLBN11;KLABIN S/A;UNT     N2;765.785.673;0,782;
RENT3;LOCALIZA;ON      NM;965.986.531;1,485;
LREN3;LOJAS RENNER;ON      NM;1.051.120.777;0,710;
LWSA3;LWSA;ON      NM;389.635.155;0,062;
MGLU3;MAGAZ LUIZA;ON      NM;353.448.195;0,130;
POMO4;MARCOPOLO;PN      N2;666.378.439;0,267;
MRFG3;MARFRIG;ON      NM;302.019.876;0,204;
BEEF3;MINERVA;ON      NM;261.359.935;0,060;
MRVE3;MRV;ON      NM;377.241.484;0,107;
MULT3;MULTIPLAN;ON      N2;314.150.156;0,347;
PCAR3;P.ACUCAR-CBD;ON      NM;462.534.972;0,065;
PETR3;PETROBRAS;ON      N2;2.255.782.178;4,561;
PETR4;PETROBRAS;PN      N2;4.431.132.660;8,167;
RECV3;PETRORECSA;ON      NM;275.170.410;0,211;
PRIO3;PETRORIO;ON  ATZ NM;779.999.989;1,462;
PETZ3;PETZ;ON      NM;293.689.428;0,062;
PSSA3;PORTO SEGURO;ON      NM;182.560.698;0,346;
RADL3;RAIADROGASIL;ON      NM;1.286.616.979;1,188;
RAIZ4;RAIZEN;PN      N2;1.198.936.529;0,106;
RDOR3;REDE D OR;ON      NM;1.145.289.019;1,651;
RAIL3;RUMO S.A.;ON      NM;1.216.914.397;1,112;
SBSP3;SABESP;ON      NM;683.508.568;3,286;
SANB11;SANTANDER BR;UNT;356.586.730;0,460;
STBP3;SANTOS BRP;ON      NM;855.712.622;0,541;
SMTO3;SAO MARTINHO;ON      NM;128.130.966;0,143;
CSNA3;SID NACIONAL;ON;727.459.637;0,311;
SLCE3;SLC AGRICOLA;ON      NM;194.261.422;0,171;
SUZB3;SUZANO S.A.;ON      NM;630.821.784;1,749;
TAEE11;TAESA;UNT     N2;218.568.234;0,345;
VIVT3;TELEF BRASIL;ON;382.442.128;0,985;
TIMS3;TIM;ON  EJ  NM;807.495.418;0,676;
TOTS3;TOTVS;ON      NM;540.206.440;0,890;
UGPA3;ULTRAPAR;ON      NM;1.090.134.379;0,902;
USIM5;USIMINAS;PNA     N1;515.193.199;0,150;
VALE3;VALE;ON      NM;4.270.903.023;11,439;
VAMO3;VAMOS;ON      NM;485.166.826;0,124;
VBBR3;VIBRA;ON      NM;1.023.538.460;0,900;
VIVA3;VIVARA S.A.;ON      NM;125.446.075;0,116;
WEGE3;WEG;ON      NM;1.243.177.587;3,159;
YDUQ3;YDUQS PART;ON      NM;277.677.050;0,158;
Quantidade Teórica Total;;;98.454.079.581;100,000
Redutor;;;16.191.815,76366593
